Date,RH120 X [km],RH120 Y [km],RH120 Z [km],Moon X [km],Moon Y [km],Moon Z [km],Earth X [km],Earth Y [km],Earth Z [km]
2029-Apr-19 ,-2.33E+07,2.66E+07,6.70E+05,3.18E+04,3.88E+05,6.69E+03,-3.91E+02,-4.78E+03,-8.23E+01
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Apr-20 ,-2.38E+07,2.65E+07,6.46E+05,-5.27E+04,3.82E+05,-8.25E+02,6.48E+02,-4.70E+03,1.01E+01
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Apr-21 ,-2.44E+07,2.64E+07,6.22E+05,-1.34E+05,3.56E+05,-8.30E+03,1.65E+03,-4.38E+03,1.02E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Apr-22 ,-2.50E+07,2.63E+07,5.98E+05,-2.09E+05,3.11E+05,-1.53E+04,2.57E+03,-3.83E+03,1.89E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Apr-23 ,-2.55E+07,2.61E+07,5.74E+05,-2.72E+05,2.49E+05,-2.15E+04,3.35E+03,-3.07E+03,2.65E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Apr-24 ,-2.61E+07,2.60E+07,5.49E+05,-3.19E+05,1.73E+05,-2.65E+04,3.93E+03,-2.13E+03,3.25E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Apr-25 ,-2.67E+07,2.59E+07,5.25E+05,-3.48E+05,8.66E+04,-2.98E+04,4.28E+03,-1.07E+03,3.67E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Apr-26 ,-2.72E+07,2.57E+07,5.00E+05,-3.55E+05,-5.43E+03,-3.13E+04,4.36E+03,6.68E+01,3.85E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Apr-27 ,-2.78E+07,2.55E+07,4.76E+05,-3.39E+05,-9.73E+04,-3.08E+04,4.17E+03,1.20E+03,3.79E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Apr-28 ,-2.84E+07,2.54E+07,4.51E+05,-3.01E+05,-1.83E+05,-2.83E+04,3.71E+03,2.25E+03,3.48E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Apr-29 ,-2.90E+07,2.52E+07,4.26E+05,-2.44E+05,-2.57E+05,-2.39E+04,3.00E+03,3.16E+03,2.94E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Apr-30 ,-2.95E+07,2.50E+07,4.01E+05,-1.71E+05,-3.14E+05,-1.80E+04,2.11E+03,3.87E+03,2.21E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-May-01 ,-3.01E+07,2.48E+07,3.76E+05,-8.81E+04,-3.52E+05,-1.09E+04,1.08E+03,4.33E+03,1.34E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-May-02 ,-3.07E+07,2.45E+07,3.51E+05,4.48E+02,-3.69E+05,-3.18E+03,-5.51E+00,4.54E+03,3.91E+01
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-May-03 ,-3.12E+07,2.43E+07,3.25E+05,8.88E+04,-3.64E+05,4.73E+03,-1.09E+03,4.48E+03,-5.82E+01
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-May-04 ,-3.18E+07,2.41E+07,3.00E+05,1.72E+05,-3.40E+05,1.24E+04,-2.12E+03,4.18E+03,-1.52E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-May-05 ,-3.24E+07,2.38E+07,2.75E+05,2.47E+05,-2.97E+05,1.94E+04,-3.03E+03,3.66E+03,-2.39E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-May-06 ,-3.30E+07,2.35E+07,2.49E+05,3.08E+05,-2.40E+05,2.54E+04,-3.79E+03,2.95E+03,-3.13E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-May-07 ,-3.35E+07,2.32E+07,2.24E+05,3.55E+05,-1.71E+05,3.02E+04,-4.37E+03,2.11E+03,-3.72E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-May-08 ,-3.41E+07,2.30E+07,1.98E+05,3.86E+05,-9.42E+04,3.36E+04,-4.75E+03,1.16E+03,-4.13E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-May-09 ,-3.46E+07,2.26E+07,1.72E+05,3.99E+05,-1.27E+04,3.55E+04,-4.90E+03,1.56E+02,-4.36E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-May-10 ,-3.52E+07,2.23E+07,1.47E+05,3.93E+05,6.96E+04,3.57E+04,-4.84E+03,-8.56E+02,-4.39E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-May-11 ,-3.58E+07,2.20E+07,1.21E+05,3.71E+05,1.49E+05,3.43E+04,-4.56E+03,-1.83E+03,-4.22E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-May-12 ,-3.63E+07,2.17E+07,9.53E+04,3.31E+05,2.22E+05,3.14E+04,-4.08E+03,-2.73E+03,-3.86E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-May-13 ,-3.69E+07,2.13E+07,6.95E+04,2.77E+05,2.85E+05,2.70E+04,-3.41E+03,-3.50E+03,-3.32E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-May-14 ,-3.74E+07,2.10E+07,4.38E+04,2.10E+05,3.35E+05,2.14E+04,-2.59E+03,-4.12E+03,-2.63E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-May-15 ,-3.80E+07,2.06E+07,1.80E+04,1.34E+05,3.70E+05,1.48E+04,-1.65E+03,-4.55E+03,-1.82E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-May-16 ,-3.85E+07,2.02E+07,-7.81E+03,5.15E+04,3.87E+05,7.50E+03,-6.34E+02,-4.76E+03,-9.22E+01
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-May-17 ,-3.90E+07,1.98E+07,-3.36E+04,-3.34E+04,3.86E+05,-1.76E+02,4.11E+02,-4.74E+03,2.17E+00
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-May-18 ,-3.96E+07,1.94E+07,-5.94E+04,-1.16E+05,3.65E+05,-7.84E+03,1.43E+03,-4.49E+03,9.64E+01
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-May-19 ,-4.01E+07,1.90E+07,-8.51E+04,-1.93E+05,3.26E+05,-1.51E+04,2.38E+03,-4.01E+03,1.86E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-May-20 ,-4.06E+07,1.85E+07,-1.11E+05,-2.60E+05,2.70E+05,-2.16E+04,3.20E+03,-3.32E+03,2.65E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-May-21 ,-4.11E+07,1.81E+07,-1.37E+05,-3.12E+05,1.99E+05,-2.68E+04,3.84E+03,-2.44E+03,3.30E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-May-22 ,-4.16E+07,1.76E+07,-1.62E+05,-3.46E+05,1.16E+05,-3.05E+04,4.26E+03,-1.43E+03,3.76E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-May-23 ,-4.21E+07,1.72E+07,-1.88E+05,-3.60E+05,2.69E+04,-3.25E+04,4.43E+03,-3.31E+02,4.00E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-May-24 ,-4.26E+07,1.67E+07,-2.14E+05,-3.53E+05,-6.41E+04,-3.24E+04,4.34E+03,7.88E+02,3.99E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-May-25 ,-4.31E+07,1.62E+07,-2.39E+05,-3.23E+05,-1.51E+05,-3.04E+04,3.97E+03,1.86E+03,3.74E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-May-26 ,-4.36E+07,1.57E+07,-2.65E+05,-2.73E+05,-2.29E+05,-2.64E+04,3.36E+03,2.82E+03,3.25E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-May-27 ,-4.41E+07,1.52E+07,-2.90E+05,-2.06E+05,-2.92E+05,-2.08E+04,2.53E+03,3.60E+03,2.55E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-May-28 ,-4.46E+07,1.47E+07,-3.15E+05,-1.26E+05,-3.38E+05,-1.38E+04,1.54E+03,4.15E+03,1.70E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-May-29 ,-4.51E+07,1.41E+07,-3.41E+05,-3.78E+04,-3.62E+05,-5.96E+03,4.64E+02,4.46E+03,7.34E+01
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-May-30 ,-4.55E+07,1.36E+07,-3.66E+05,5.22E+04,-3.66E+05,2.22E+03,-6.42E+02,4.50E+03,-2.73E+01
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-May-31 ,-4.60E+07,1.30E+07,-3.91E+05,1.39E+05,-3.48E+05,1.03E+04,-1.71E+03,4.28E+03,-1.26E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Jun-01 ,-4.64E+07,1.25E+07,-4.16E+05,2.18E+05,-3.11E+05,1.78E+04,-2.68E+03,3.83E+03,-2.19E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Jun-02 ,-4.69E+07,1.19E+07,-4.41E+05,2.86E+05,-2.58E+05,2.43E+04,-3.52E+03,3.18E+03,-2.99E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Jun-03 ,-4.73E+07,1.13E+07,-4.66E+05,3.39E+05,-1.93E+05,2.97E+04,-4.17E+03,2.37E+03,-3.65E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Jun-04 ,-4.77E+07,1.07E+07,-4.91E+05,3.76E+05,-1.17E+05,3.36E+04,-4.62E+03,1.44E+03,-4.13E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Jun-05 ,-4.81E+07,1.01E+07,-5.15E+05,3.95E+05,-3.68E+04,3.59E+04,-4.85E+03,4.52E+02,-4.41E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Jun-06 ,-4.85E+07,9.50E+06,-5.40E+05,3.95E+05,4.57E+04,3.65E+04,-4.86E+03,-5.62E+02,-4.49E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Jun-07 ,-4.89E+07,8.87E+06,-5.64E+05,3.78E+05,1.26E+05,3.55E+04,-4.65E+03,-1.55E+03,-4.37E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Jun-08 ,-4.93E+07,8.24E+06,-5.88E+05,3.44E+05,2.01E+05,3.29E+04,-4.23E+03,-2.47E+03,-4.04E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Jun-09 ,-4.97E+07,7.59E+06,-6.12E+05,2.94E+05,2.67E+05,2.87E+04,-3.61E+03,-3.29E+03,-3.54E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Jun-10 ,-5.00E+07,6.93E+06,-6.36E+05,2.30E+05,3.21E+05,2.33E+04,-2.83E+03,-3.95E+03,-2.86E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Jun-11 ,-5.04E+07,6.27E+06,-6.60E+05,1.56E+05,3.60E+05,1.67E+04,-1.91E+03,-4.43E+03,-2.06E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Jun-12 ,-5.08E+07,5.59E+06,-6.84E+05,7.40E+04,3.82E+05,9.38E+03,-9.10E+02,-4.70E+03,-1.15E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Jun-13 ,-5.11E+07,4.91E+06,-7.07E+05,-1.13E+04,3.86E+05,1.57E+03,1.40E+02,-4.75E+03,-1.93E+01
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Jun-14 ,-5.14E+07,4.22E+06,-7.31E+05,-9.60E+04,3.70E+05,-6.32E+03,1.18E+03,-4.55E+03,7.78E+01
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Jun-15 ,-5.17E+07,3.52E+06,-7.54E+05,-1.76E+05,3.36E+05,-1.39E+04,2.16E+03,-4.13E+03,1.71E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Jun-16 ,-5.20E+07,2.81E+06,-7.77E+05,-2.46E+05,2.84E+05,-2.07E+04,3.02E+03,-3.49E+03,2.55E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Jun-17 ,-5.23E+07,2.09E+06,-8.00E+05,-3.03E+05,2.16E+05,-2.64E+04,3.72E+03,-2.66E+03,3.25E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Jun-18 ,-5.26E+07,1.36E+06,-8.22E+05,-3.42E+05,1.37E+05,-3.06E+04,4.21E+03,-1.68E+03,3.76E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Jun-19 ,-5.29E+07,6.26E+05,-8.45E+05,-3.62E+05,4.99E+04,-3.31E+04,4.46E+03,-6.14E+02,4.07E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Jun-20 ,-5.31E+07,-1.16E+05,-8.67E+05,-3.61E+05,-4.01E+04,-3.36E+04,4.44E+03,4.93E+02,4.13E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Jun-21 ,-5.34E+07,-8.66E+05,-8.89E+05,-3.39E+05,-1.28E+05,-3.21E+04,4.17E+03,1.57E+03,3.95E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Jun-22 ,-5.36E+07,-1.62E+06,-9.11E+05,-2.96E+05,-2.08E+05,-2.87E+04,3.64E+03,2.55E+03,3.53E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Jun-23 ,-5.38E+07,-2.39E+06,-9.33E+05,-2.34E+05,-2.75E+05,-2.35E+04,2.88E+03,3.38E+03,2.89E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Jun-24 ,-5.40E+07,-3.16E+06,-9.54E+05,-1.59E+05,-3.26E+05,-1.69E+04,1.96E+03,4.01E+03,2.08E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Jun-25 ,-5.42E+07,-3.94E+06,-9.75E+05,-7.39E+04,-3.57E+05,-9.25E+03,9.09E+02,4.40E+03,1.14E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Jun-26 ,-5.44E+07,-4.73E+06,-9.96E+05,1.57E+04,-3.68E+05,-1.07E+03,-1.93E+02,4.52E+03,1.32E+01
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Jun-27 ,-5.46E+07,-5.52E+06,-1.02E+06,1.04E+05,-3.57E+05,7.18E+03,-1.28E+03,4.39E+03,-8.83E+01
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Jun-28 ,-5.47E+07,-6.32E+06,-1.04E+06,1.87E+05,-3.27E+05,1.50E+04,-2.30E+03,4.02E+03,-1.85E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Jun-29 ,-5.49E+07,-7.12E+06,-1.06E+06,2.60E+05,-2.79E+05,2.21E+04,-3.20E+03,3.43E+03,-2.71E+02
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2029-Jun-30 ,-5.50E+07,-7.93E+06,-1.08E+06,3.19E+05,-2.17E+05,2.79E+04,-3.93E+03,2.66E+03,-3.44E+02
